Series name,Category,Short description,Description,Featured image,Feature set header 1,Feature set description 1,Feature set image 1,Feature set header 2,Feature set description 2,Feature set image 2,Feature set header 3,Feature set description 3,Feature set image 3,Feature set header 4,Feature set description 4,Feature set image 4,Video 1 name,Video 1,Video 2 name,Video 2,Video 3 name,Video 3,Video 4 name,Video 4,Internal document 1 description,Internal document 1
E2ER/E2ERZ,Special models,,"Fluororesin (PUR) cable that withstands cutting oil
A sealing method that eliminates gaps at cable joints and the resin filling work together to block ingress of cutting oil
IP67G is the degree of protection which is defined according to the Japanese Industrial Standards JIS C0920",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0db876487a4ef3b77005314a593e2de99384d402992c0499cafcabb769e6fb18.jpg,,,,,,,,,,,,,,,,,,,,,,
E2C-EDA,Special models,,"Typically several hundred µm detection precision
Precision distance teaching
Window function (2 outputs) for production tolerance checks",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4acff9b38e892302ac56372e36255a9989939e995300cf861a1ae7aba7845ccd.jpg,,,,,,,,,,,,,,,,,,,,,,
E2EW,Special models,,"Robust full-metal housing
Longer sensing distance, up to the quadruple range
Premium models with the same sensing distance for iron and aluminium
Magnetic-field immune for premium models
IO-Link for premium models
Weld resistance coating models available
Clear status visualization thanks to the 360º visible high-brightness LED indicator
Laser printing sensing distance on its active face to prevent replacement errors
Connector, cable, and pigtail models available
UL and CSA certification",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e458e6ba522800cc32a5c5a9d11234d4b887b3f859920cf34a94bae584ce3211.jpg,,,,,,,,,,,,,,,,,,,,,,
TL-W,Square/block style,,"Front and side facing surface
IP67
DC 2-wire and DC 3-wire models
 Sensing distances from 1.5 mm to 20 mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5f3958e1c778726c4cf9d2e83905d1c5f25d634529a728eed751e122956890c5.jpg,,,,,,,,,,,,,,,,,,,,,,
E2S,Square/block style,,"Miniature housing with long sensing ranges
Front and side facing sensing surfaces
Simple mounting with one screw
IP67",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ff5ffb790257997f139a55f9bbc71d74cc560b84cae386048618e3ae73b46063.jpg,,,,,,,,,,,,,,,,,,,,,,
WL-N,Limit switches,,"Improved durability and performance
Reduced part numbers
Easy wiring
Direct and pre-wiring
Ground terminal models are approved by EN and IEC and bear the CE marking
UL,CSA",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/635a06dbdedc7463851345b5f35f6c8e2b5870d01c3465845dfe84dfca3ec77c.jpg,,,,,,,,,,,,,,,,,,,,,,
D4C,Limit switches,,"16 mm flat compact size
Rugged metal housing
Models with M12 connector or oil resistant VCTF cable",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/1ece125c479caa5482c0b88a20cb078abaaddfa946115f98d8b2e1c9962ada7a.jpg,,,,,,,,,,,,,,,,,,,,,,
ZC,Limit switches,,"Terminal block for self-wiring with side facing cable exit
Low-force actuators for switching smaller or lighter objects
Rugged metal housing with IP67 protection",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/57f774db9bc567e003d35e6cb2589e76c7792f2c6ddaf91e50f6deffb8688bf6.jpg,,,,,,,,,,,,,,,,,,,,,,
Z,Limit switches,,"Cost efficient basic plastic housing for subassemblies
Same electrical and mechanical switching ratings as standard limit switches",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/13025cbbe5b799d0b9839cb2707c015067b92863b7d454c6b4234190dc4c9057.jpg,,,,,,,,,,,,,,,,,,,,,,
"D4E, D4MC, ZE, ZV",Limit switches,,"The WL standard size provides a popular mounting shape and pitch in many countries
The D4E and D4MC compact size provide alternative housing sizes and mounting pitches
The ZE compact size provides diagonal mounting holes 
The ZV compact sizes provides base mounting holes",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4e2bbf4839819de6078fa4532646eb6883866bb9be7901e197cf4e0c6cbec6e9.jpg,,,,,,,,,,,,,,,,,,,,,,
"D4E, SHL",Limit switches,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/aaf7bd82cccfb745704ee6222d873f29c699cbb5d19bb0523e97884b11e7abf4.jpg,,,,,,,,,,,,,,,,,,,,,,
D4ER-N,Limit switches,,"HNBR/Fluororubber parts prevent infiltration of oil from moving sections 
Fluorine resin cable withstands cutting oil
Models available with SmartClick connectors 
Minute load model with gold cladding is optimal for electronic control
Approved by EN (TÜV)
IP67G is the degree of protection which is defined according to the Japanese Industrial Standards JIS C0920",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/3fd2565da84a6d45fbb86bc0fc125a33491d2685cd6cadbba6d24c1bb0ade97d.jpg,,,,,,,,,,,,,,,,,,,,,,
D4N,Limit switches,,"Direct opening mechanism and approval by notified body
Rugged plastic housing with double insulation
Wide range of actuators
M12 connectors or terminal block with M20 conduit",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b6807281e2c707ca0555e0c208130e04e9af5b65583eb169a7d8b40c12717d46.jpg,,,,,,,,,,,,,,,,,,,,,,
D4B,Limit switches,,"Direct opening mechanism and approval by notified body
Rugged metal housing and extended mechanical switching lifetime (snap action models)
Terminal block for direct wiring",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/933b227f5c1635e3f04ae3a2d9a1947bd7bd6ecc024b7ac36940e43d2b5e1e48.jpg,,,,,,,,,,,,,,,,,,,,,,
D5B,Limit switches,,"High-sensitivity mechanical touch switch
Detects objects in multiple directions and operates with slight force
Movement differential of 0.01mm assures high accuracy of detection
Gold-plated contacts capable of switching micro current/voltage load
Highly resistant to dust, fine particles, water or oil splashes (IP67)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/583fdca15cba990cedfb513c6620a8c64e8c32a35176c8dc8c0287f6ec167676.png,,,,,,,,,,,,,,,,,,,,,,
E6A2-C,Rotary Encoders,Small sized dia 25mm housing,Small sized dia 25mm housing,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/02a4858f740fa18bfae6b3be572ccd6c5f151ec80cc5fca7346b73e62506ad3b.jpg,,,,,,,,,,,,,,,,,,,,,,
E6B2-C,Rotary Encoders,Line driver output models available,Line driver output models available,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0c5d50abcaf4b0c88c73a8a3b2f90bafe7d198af596c2459bc48904a70c08932.jpg,,,,,,,,,,,,,,,,,,,,,,
E6C2-C / E6C3-C,Rotary Encoders,"IP64f or IP65f drip-proof, oil-proof construction","IP64f or IP65f drip-proof, oil-proof construction",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/81748f8c2d7ce7949397fedcf2a27a920b850d5f0321c23243472029cc942682.jpg,,,,,,,,,,,,,,,,,,,,,,
E6F-C,Rotary Encoders,,"Strong shaft for max 120 N in radial direction and max 50 N in thrust direction)
Water- and oil-proof structure (IP65f)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/1a9e6553ff313461feccf13920eb7e76cfb6313dfdacd74c60ac352ecbb72820.jpg,,,,,,,,,,,,,,,,,,,,,,
E6H-C,Rotary Encoders,,"Wide operating voltage range from 5 to 24 VDC
Line drive output available (100 m max.)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/845e56aa0f04da895add4792cd424ed9c5adfd5cb8809d2541a1e066a2710e66.jpg,,,,,,,,,,,,,,,,,,,,,,
E6C3-A,Rotary Encoders,"IP65f drip-proof, oil-proof construction
8mm shaft Diameter","IP65f drip-proof, oil-proof construction
8mm shaft Diameter",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ae0dcba4ae8579dc4b90344874d879af7e28eb9e2c38b0f0c3d80318037da1e5.jpg,,,,,,,,,,,,,,,,,,,,,,
E6F-A,Rotary Encoders,,"Stronger shaft and higher durability (120 N in radial direction and 50 N in thrust direction) than previous E6F Encoders
Drip-proof construction meets IP64F standards
High-resolution models (1024 pulses max. per revolution)
Faster response for high-speed control applications (grey code: 20 kHz)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/524b80ead556ffca8a450c43bcc6a36f44c918ebd18e43ef5d2a900abfdcf10d.jpg,,,,,,,,,,,,,,,,,,,,,,
E6CP-A,Rotary Encoders,,"Absolute model
External diameter of 50 mm
Resolution: 256 (8-bit)
Lightweight construction using plastic body",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b84bb08c6ecbbf8d6add34906274867d9b454c774b4e0610007ef12d5a0d000d.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX1,Laser displacement sensor,,"Stable measurement for objects with any surface
Best in class performance for accuracy and speed
Compact size for quick mounting
Increased measurement range
Simple configuration by one-button, Smart Tuning
Reliable measurement in harsh environments
Integrated display",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/780ca149ab5bc1ebc402ffa25ffcdd6044934a2405025271aa0d9079bdfd1fbd.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX2,Laser displacement sensor,"One touch setup 
 Accurate: 1.5–5 µm 
 Any surface 
 High speed: 30 µs","One touch setup 
 Accurate: 1.5–5 µm 
 Any surface 
 High speed: 30 µs",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fde5316671bf5ddc2e514f0c73c26a615e1f0bc7f7b12ff3ea3a3c82515e99a0.jpg,,,,,,,,,,,,,,,,,,,,,,
ZS-HL,Laser displacement sensor,,"Highest resolution and dynamic sensing range for all surfaces
Modular and scalable platform concept for up to 9 sensors
Easy to use, install and maintain for all user levels
Fast response time of 110 µs
Multi-tasking capability - Manages up to 4 measurement tools in one controller",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/56a6b449590041e0fa95833ab0b8d0e724d11402bdf3d9c60fa4402cce3e8ea0.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX-L,Laser displacement sensor,,"Small and light sensor heads for easy integration
High speed response time of 150µs
Easy sensor head replacement
Scalability through a modular platform concept
Multipoint measurement with up to 5 sensors",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4453faa284963d1b7c71a47cab1ac0f07f7d649f1641f8f5e3e8a5d0e5d62236.jpg,,,,,,,,,,,,,,,,,,,,,,
ZW Series,Confocal fiber sensor,,"Spot diameter sizes range from 190 µm down to 4 µm, improving the ability scan minute profiles
Small spot diameter down to 9µm improving the ability to measure minute profiles
Constant spot diameter throughout total measuring range
Slim form factor pen and 90⁰ elbow types – fits anywhere
Response time as fast as 20µs - Enables high-speed sampling during motion 
High Resolution of  0.25µm allows hairline pattern measurements or irregular surfaces
Linearity down to ±0.3µm regardless of material type, as a result no tuning is required
Superb angle compensation of ±25⁰ makes the measurement of round or inclined surfaces possible
Machine control integration made easy with available DLL files",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/62a4b38de4a9ad8541b4e61965f10dd86d542426a444d401e3b97a586bf18fad.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX-E,Inductive displacement sensor,,"High resolution of 1 µm
High-speed response time of 150µs
Easy sensor head replacement
Modular platform concept for different sensing technologies
Easy linearity adjustment for any metal",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b9e7ce3e7fdecb621cda9337d7c454f465a4e4380c1736405052d4a4f09f7bc8.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX-T,Contact sensor,,"Modular platform concept for different sensing technologies
Air-retracting types for automated inspection
Multipoint measurement with up to 8 sensors
Pressing force alarm prevents malfunction
Strong ball bearing structure assures long life time",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/2a37862c9c0646d6e19f614c674f65598e949e51a67904b4dde16712afa49aea.jpg,,,,,,,,,,,,,,,,,,,,,,
ZG2,Profile sensor,,"Easy-to-use - intuitive user interface
Live - built-in LCD monitor for setup and immediate profile display
Versatile - 18 measurement tools
Accurate - 5 µm resolution (3 mm / 631 pixels)
Wide profiles - up to 70 mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/056712e4391fd5db1c93dfad535bf2c626723e654ac719d59018e40e5769c15a.jpg,,,,,,,,,,,,,,,,,,,,,,
ZX-GT,Area sensor,,"High accuracy: 5 – 10µm
All surfaces
Long sensing distance: 500 mm
Line width up to 28mm
Calculation unit for multiple heads",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/468e3d54c4c16d7272d8e33cbabb71835569801bb4b57a0632f1ca2bf3281a05.jpg,,,,,,,,,,,,,,,,,,,,,,
E8FC Flow Sensors,Process Sensors,,"Multi-sensing of “Flow rate + temperature” for preventing a sudden stops or manufacturing defects.
Various lineup of replacement adapters to enable easy replacement of your current pressure gauges and flow meters.
Analog current output function in addition to the IO-Link communications function that can perform self-diagnosis of abnormalities in the sensor itself.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/02dcadc2f9fca09c7a88cbae695b4d2801ab6589c6f58ec778c1e442a28dc175.png,,,,,,,,,,,,,,,,,,,,,,
E8PC Pressure Sensors,Process Sensors,,"Multi-sensing of “Pressure + temperature” for preventing a sudden stops or manufacturing defects.
Various lineup of replacement adapters to enable easy replacement of your current pressure gauges and flow meters.
Analog current output function in addition to the IO-Link communications function that can perform self-diagnosis of abnormalities in the sensor itself.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5302571ca3b217a4032c81481eedef0360c2d5e4c8041300cc7201d586bc2f96.png,,,,,,,,,,,,,,,,,,,,,,
Contact Sensors,Contact Sensors,,"OMRON’s unique ball spline mechanism for resistance to vibration and shock.
Employs a robot cable that withstands bending.*1
Slim, short Sensor Heads and slim Amplifier Units to save you space.
A flanged type that does not require mounting brackets and is easy to replace.
Transmits high-precision data with a resolution of 0.1 μm across a network (E9NC-TA0 only).
*1. Robot cable specifications apply to the Sensor Head cable and the connection Cable between the Preamplifier and the Amplifier Unit",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ce7fab4356e71793a00b21715e39a33926f1d6b9b15006b1ca24edf0dcaca85e.jpg,,,,,,,,,,,,,,,,,,,,,,
M8 Connectors & Cordsets,Connectors and Cordsets,,"Single-end and extension connectors
Make custom length cordsets using connector assemblies
Panel-mounting connectors
Y-joint connectors
Fast connection models simplifies maintenance and reduces down time
Wash-down resistant models with Ecolab certification 
Special oil resistant models
Robotic high flexible cables and vibration-proof models
Different quality cables PVC, PUR and PP",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6a6ce1bbba4f1c26ec4f05e464303a864a15b73d9fce0f0f6fe81981b0c2e50c.jpg,,,,,,,,,,,,,,,,,,,,,,
M12 Connectors & Cordsets,Connectors and Cordsets,,"Single-end and extension connectors 
Make custom length cordsets using connector assemblies
Panel-mounting connectors
Y-joint & T-joint connectors
Fast connection models simplifies maintenance and reduces down time
Wash-down resistant models with Ecolab certification 
Special oil resistant models
Robotic high flexible cables and vibration-proof models
Different quality cables PVC, PUR and PP
Connector terminal boxes",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/8e407a826ee7e351a3e903e10f6a28265e0bfc2e4c316d7f47b4a6431b46f3a7.jpg,,,,,,,,,,,,,,,,,,,,,,
FQ-CR1,"Code Readers, Marking Systems and Handheld Readers",,"1D code reader
2D code reader
Crystal-clear image quality
One-touch control via simple, icon-driven menu",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/43e9f546fb8eb54793d793887f514502e53ef1689267109d99ca7cc2d33a2b18.jpg,,,,,,,,,,,,,,,,,,,,,,
FQ-CR2,"Code Readers, Marking Systems and Handheld Readers",,"Optimized for imprinted or molded codes in metal, glass, PCB boards, etc.
Automatic setting modification for finding best reading condition
IP67",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/89dc98fe6a8c5bf22aa74c58ce193e6cdd7a088aff02a32b1676f2df9b016e9f.jpg,,,,,,,,,,,,,,,,,,,,,,
FQ2-CH,"Code Readers, Marking Systems and Handheld Readers",,"Optimized for date & lot code verification in packaging lines
Double speed
Position compensation for angled prints
IP67",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/89d93ac4ec36049e06e37078d6b62d083d7e0020b7e1c6e1e218f1b10b3dbca6.jpg,,,,,,,,,,,,,,,,,,,,,,
FQ2-S4,"Code Readers, Marking Systems and Handheld Readers",,"All-in-one solution for up to 32 code reading & verification, text, quality inspection and positioning tasks
Easy-to-use and detachable programming devices
IP67",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/72e6106e4d9b0ad999288ed85315655be883484b84da49f1d35821c5efa8ef78.jpg,,,,,,,,,,,,,,,,,,,,,,
V400-H,"Code Readers, Marking Systems and Handheld Readers",,"Easy to use – Target, Touch & Go
Build-in LCD monitor for immediate display of results
Accurate – reading of direct print marks
Variable field of view",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/28225e652e56bb65c17c1bc8db736bd7523d6b9475854cc97e30463fb4d4aca2.jpg,,,,,,,,,,,,,,,,,,,,,,
